meeting_id,segment_id,start_time,end_time,speaker,text,is_overlap,overlap_type,topic,decision,action_item,event_type,content,owner,deadline,uncertainty_note
R8001_M8004,R8001_M8004_seg0001,6.900,18.290,N_SPK8013,好嗯，咱们今天针对咱们公司新出产的新出的一款这个手机啊产品啊，进行一下这个研讨会首先咱们确认一下咱们这个产品的目标，这个人群客户群这一块儿。,False,none,好，今天针对公司新出产的新出的一款手...,,,topic_transition,讨论好，今天针对公司新出产的新出的一款手机产品，进行研讨会首先确认产品的目标，人群客户群,,,
R8001_M8004,R8001_M8004_seg0002,18.730,22.430,N_SPK8013,嗯，首先谈一下大家伙的一个看法啊嗯，那。,False,none,首先谈伙的一个看法，那,,,topic_transition,讨论首先谈伙的一个看法，那,,,
R8001_M8004,R8001_M8004_seg0003,23.650,24.430,N_SPK8013,你给阐一下吧。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0003,23.650,24.430,N_SPK8014,啊。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0004,24.960,35.740,N_SPK8014,我觉得咱们这个这个目标人群可以不不用定的那么确定，然后基本上就是，嗯，让他什么什么类的人群，然后都可以这样呢咱们的面儿比较广。,False,none,目标人群可以不不用定的那么确定，就是...,,,speaker_stance,认为目标人群可以不不用定的那么确定，就是，让他什么什么类的人群，都可以这样呢的面儿比较广,,,
R8001_M8004,R8001_M8004_seg0005,36.350,45.100,N_SPK8014,嗯，因为咱们这个手机现在基本上外观设计得比较时尚，所以我觉得其实，嗯，不用界定于这个老年人或者年轻人之间。,False,none,因为手机现在外观设计得比较时尚，所以...,,,speaker_stance,认为因为手机现在外观设计得比较时尚，所以，不用界定于老年人或者年轻人之间,,,
R8001_M8004,R8001_M8004_seg0006,45.220,50.700,N_SPK8013,这个跨度大一点是吧？嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0006,45.220,50.700,N_SPK8014,嗯，对这样我觉得范围更广一些，就是什么样的人群都可以选择嘛。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0007,51.470,66.720,N_SPK8013,好，然后你觉得。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0007,51.470,66.720,N_SPK8015,啊，我觉得是有要要有针对性的啊，我觉得咱们的设计外观还是很时尚，还是需要去呃，设定一下呃比较适合的年龄段儿啊，比方说因为它是有彩色的呀。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0007,51.470,66.720,N_SPK8013,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0007,51.470,66.720,N_SPK8013,就针对性，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0008,66.720,81.830,N_SPK8015,有蓝色的黄色你要老年人，他不可能用这种颜色，对吧，对而且你现在设计的产品主要推出的是它有照相的功能，功能的话是很很很好，所以是还是适适合年轻的人。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0008,66.720,81.830,N_SPK8013,也可也可以说是有一种反差。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0009,82.250,82.830,N_SPK8015,人群。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0009,82.250,82.830,N_SPK8013,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0010,83.780,97.280,N_SPK8016,我感觉可以根据年龄，呃和这这种就是不同的人士做一下区分，呃我感觉我们可以主要针对就是嗯十八到四十五之岁的中青年人人群嘛。,False,none,可以根据年龄，和这这种就是不同的人士...,,,speaker_stance,认为可以根据年龄，和这这种就是不同的人士做区分，可以主要针对就是十八到四十五之岁的中青年人人...,,,
R8001_M8004,R8001_M8004_seg0011,97.590,133.720,N_SPK8013,首先，咱们就确定出这个手机从这个特点来说，就可能就是说嗯，年龄段儿要跨度大一点对吧，大家都同意是吧？,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0011,97.590,133.720,N_SPK8014,但是我觉得吧，就是现在那个老年人也都很时尚，你看现在老年人出去，然后他基本上那个把自己装束的然后都是大粉大红。然后他很喜欢那种那种特别亮丽的颜色。嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0011,97.590,133.720,N_SPK8013,就一年轻年轻感会，就年轻呗是吧，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0011,97.590,133.720,N_SPK8015,但是现在的呃这个版本的话，它是不适合老年人的。你有一些功能，你像老年人的话，他需要很多的大字体或者是呃一些呃网络上的东西，老年人根本就看不懂。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0011,97.590,133.720,N_SPK8013,对，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0011,97.590,133.720,N_SPK8013,操作不了是吧，容易操作不了，对对对对，不是特别大，跨度特别大。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0011,97.590,133.720,N_SPK8015,他操作不了对他呃那个，规格还是不一样的。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0011,97.590,133.720,N_SPK8014,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0012,133.940,147.490,N_SPK8014,但是我觉得那个这个手机里边儿的，呃，很多这个字的东西都是可以可以再去设的。然后，嗯，而且我觉得现在老年人，也不是所有的老年人都是那种就是眼眼花或者什么什么什么的情况。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0012,133.940,147.490,N_SPK8016,对有有些，尤其。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0012,133.940,147.490,N_SPK8013,对，咱们对咱。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0012,133.940,147.490,N_SPK8015,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0013,147.490,156.540,N_SPK8014,所以我觉得吧，呃就是不用把那个界限弄得那么分明，然后基本上能适应它，然后能去嗯，使用它的老年人都还可以选择。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0013,147.490,156.540,N_SPK8013,可以可以。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8015,但是我觉得还是有针对性的好啊，你现在买买手机的话，他不一定都是说老年人自己去买，老年人根本就不会看，一般都是子女给家长去买，他会观察里面的一些功能什么的，会会会去选择。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8013,对，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8013,对主要。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8013,对还得看我们那个价钱和，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8016,哦。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8016,我感觉我们可以根据就是不同的人群稍微做一下差别设计，你像如果老年人用的话可就是配置稍微低点，就是字体或者声音稍微大一点，年轻人用的话就可能颜色选择性多点配置高点这种。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8013,对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8013,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8013,低频。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0014,156.760,185.880,N_SPK8013,啊。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0015,186.340,198.320,N_SPK8013,啊好可以可以反正这个，就是跨度反正不就，不用特别大，从年轻人来说，咱们主单主持年轻年轻化这一块儿吧，年轻人这一块儿，好吧，什么十八到三。,False,none,好可以可以反正，就是跨度反正不就，不...,,,speaker_stance,认为好可以可以反正，就是跨度反正不就，不用特别大，从年轻人来说，主单主持年轻年轻化吧，年轻人...,,,
R8001_M8004,R8001_M8004_seg0016,198.800,202.240,N_SPK8013,到三十五岁之间，大家伙儿觉得可以，啊四十五岁之间可以对吧？,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0016,198.800,202.240,N_SPK8015,对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0017,202.540,207.690,N_SPK8015,对，那咱们机型儿，我觉得还是适应比较年轻年轻化一点的。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0017,202.540,207.690,N_SPK8016,对对对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0017,202.540,207.690,N_SPK8013,啊。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0017,202.540,207.690,N_SPK8013,那好。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0018,208.530,208.700,N_SPK8013,我。,False,none,我,,,speaker_stance,认为我,,,
R8001_M8004,R8001_M8004_seg0019,209.440,217.590,N_SPK8013,那咱们这个，后续再定一下这个就是十八到五十岁之间的色彩颜色啊，咱们到时候确认一下这个颜色好吧。,False,none,那，后续再定就是十八到五十岁之间的色...,,,speaker_stance,认为那，后续再定就是十八到五十岁之间的色彩颜色，到时候确认颜色好吧,,,
R8001_M8004,R8001_M8004_seg0020,218.620,225.650,N_SPK8013,首先咱们说这个，促销方式这一块儿，大家觉得这个，以什么样的这个促销方式进行促销会觉得好一些。,False,none,首先说，促销方式，觉得，以什么样的促...,,,topic_transition,讨论首先说，促销方式，觉得，以什么样的促销方式进行促销会觉得好一些,,,
R8001_M8004,R8001_M8004_seg0021,226.560,253.620,N_SPK8013,像目前这主流的促销方式。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0021,226.560,253.620,N_SPK8016,我感觉可以先来通过比较热门的直播带货，还有不是马上就电商双十一嘛，这种活动我们都可以多参与一下，就各大电商平台什么的天猫苏宁淘宝拼多多。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0021,226.560,253.620,N_SPK8013,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8001_M8004,R8001_M8004_seg0021,226.560,253.620,N_SPK8013,咱们这。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
