meeting_id,segment_id,start_time,end_time,speaker,text,is_overlap,overlap_type,topic,decision,action_item,event_type,content,owner,deadline,uncertainty_note
R8008_M8013,R8008_M8013_seg0001,2.130,8.440,N_SPK8049,下面我们来探讨一下餐饮嗯企业招聘的会议。,False,none,,,,topic_transition,讨论下面来探讨餐饮企业招聘的会议,,,
R8008_M8013,R8008_M8013_seg0002,9.140,21.800,N_SPK8047,好，那就由我来先分析一下餐饮行业的现状，嗯随着我国国民经济的快速发展，居民的收入水平越来越高，餐饮消费需求日益旺盛。,False,none,,,,speaker_stance,认为好，那就由我来先分析餐饮行业的现状，随着我国国民经济的快速发展，居民的收入水平越来越高...,,,
R8008_M8013,R8008_M8013_seg0003,22.230,25.730,N_SPK8047,餐饮营业额一直保持着较强的增长势头。,False,none,,,,speaker_stance,认为餐饮营业额一直保持着较强的增长势头,,,
R8008_M8013,R8008_M8013_seg0004,26.150,32.380,N_SPK8048,是的是的，看对这个势头是一直都比较明显的。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8008_M8013,R8008_M8013_seg0004,26.150,32.380,N_SPK8049,是的。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8008_M8013,R8008_M8013_seg0004,26.150,32.380,N_SPK8049,就是从。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8008_M8013,R8008_M8013_seg0005,32.650,41.020,N_SPK8047,对，然后呢也有数据统计，说近五年来我国餐饮业每年都以百分之十八左右的速度增增长。,False,none,,,,speaker_stance,认为对，呢也有数据统计，说近五年来我国餐饮业每年都以百分之十八左右的速度增增长,,,
R8008_M8013,R8008_M8013_seg0006,41.430,47.920,N_SPK8047,是GDP发展速度的两倍，可以说整个餐饮市场发展态势良好。,False,none,,,,speaker_stance,认为是GDP发展速度的两倍，可以说整个餐饮市场发展态势良好,,,
R8008_M8013,R8008_M8013_seg0007,48.240,56.750,N_SPK8048,嗯，那我们这个餐饮市场的前景真的是可观呢。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8008_M8013,R8008_M8013_seg0007,48.240,56.750,N_SPK8049,餐饮。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8008_M8013,R8008_M8013_seg0007,48.240,56.750,N_SPK8047,对对前景。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8008_M8013,R8008_M8013_seg0007,48.240,56.750,N_SPK8049,嗯，潜力也比较大了。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8008_M8013,R8008_M8013_seg0008,57.060,57.370,N_SPK8048,对。,False,none,,,,speaker_stance,认为对,,,
