meeting_id,segment_id,start_time,end_time,speaker,text,is_overlap,overlap_type,topic,decision,action_item,event_type,content,owner,deadline,uncertainty_note
R8009_M8018,R8009_M8018_seg0001,0.490,1.000,N_SPK8021,小雪。,False,none,小雪,,,speaker_stance,认为小雪,,,
R8009_M8018,R8009_M8018_seg0002,1.340,4.380,N_SPK8022,嗯。嗯,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0002,1.340,4.380,N_SPK8021,我们公司那个下个月的超市就要开业了。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0003,4.660,8.020,N_SPK8022,哦。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0003,4.660,8.020,N_SPK8021,然后过来今天过来叫你过来，问一下就是我们现在的。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0004,8.020,10.790,N_SPK8021,他们社保的话，新员工的话是怎么购买的？,False,none,他们社保，新员工是怎么购买的？,,,open_question,待确认他们社保，新员工是怎么购买的？,,,
R8009_M8018,R8009_M8018_seg0005,11.610,19.760,N_SPK8022,就是，社保这一块的话，我们是计划给他们，就是，觉得现在是按那个最低比例嘛，买个百分之六十左右。,False,none,就是，社保，是计划给他们，就是，觉得...,,,speaker_stance,认为就是，社保，是计划给他们，就是，觉得现在是按最低比例嘛，买个百分之六十左右,,,
R8009_M8018,R8009_M8018_seg0006,19.870,21.150,N_SPK8021,百分之六十左右。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0006,19.870,21.150,N_SPK8022,嗯，对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0007,21.400,25.260,N_SPK8021,啊他们大概他们现在我们给他定的基本工资是多少？,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0007,21.400,25.260,N_SPK8022,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0008,25.330,34.700,N_SPK8022,基本工资目前是。平均工资在三千块左右。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0008,25.330,34.700,N_SPK8021,之前过来对吧？,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0008,25.330,34.700,N_SPK8022,嗯然后百分之六十的话，我们缴存百分之四十三点几。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8018,R8009_M8018_seg0009,34.700,37.510,N_SPK8022,剩下的部分就由他们自己，自己去。,False,none,剩下的部分就由他们自己，自己去,,,speaker_stance,认为剩下的部分就由他们自己，自己去,,,
R8009_M8018,R8009_M8018_seg0010,38.230,39.230,N_SPK8022,付交付。,False,none,付交付,,,speaker_stance,认为付交付,,,
R8009_M8018,R8009_M8018_seg0011,39.610,41.800,N_SPK8021,那我们准备是什么时候？是,False,none,那准备是什么时候？是,,,speaker_stance,认为那准备是什么时候？是,,,
R8009_M8018,R8009_M8018_seg0012,41.800,44.580,N_SPK8021,购买是多久时间段给他们购买？,False,none,购买是多久时间段给他们购买？,,,open_question,待确认购买是多久时间段给他们购买？,,,
R8009_M8018,R8009_M8018_seg0013,45.200,51.570,N_SPK8022,就是一般的话，是，以员工转正就应该是要买社保的。我们目前的转正时间是在三十日。,False,none,就是一般，是，以员工转正就应该是要买...,,,speaker_stance,认为就是一般，是，以员工转正就应该是要买社保的，目前的转正时间是在三十日,,,
R8009_M8018,R8009_M8018_seg0014,52.120,54.820,N_SPK8022,就一个月，过后，转正过后就开始购买社保。,False,none,就一个月，过后，转正过后就开始购买社...,,,topic_transition,讨论就一个月，过后，转正过后就开始购买社保,,,
R8009_M8018,R8009_M8018_seg0015,54.970,58.700,N_SPK8021,那那那个，它是当月购买啊，比如说我下个月转正啊。,False,none,那那，它是当月购买，比如说我下个月转...,,,speaker_stance,认为那那，它是当月购买，比如说我下个月转正,,,
R8009_M8018,R8009_M8018_seg0016,58.700,60.840,N_SPK8021,我是下个月就买？还是下下个月买？,False,none,我是下个月就买？还是下下个月买？,,,open_question,待确认我是下个月就买？还是下下个月买？,,,
