meeting_id,segment_id,start_time,end_time,speaker,text,is_overlap,overlap_type,topic,decision,action_item,event_type,content,owner,deadline,uncertainty_note
R8009_M8019,R8009_M8019_seg0001,6.030,7.550,N_SPK8024,这个，就是。,False,none,,,,speaker_stance,认为就是,,,
R8009_M8019,R8009_M8019_seg0002,8.040,9.860,N_SPK8024,你找我，是什么事啊？,False,none,,,,open_question,待确认你找我，是什么事？,,,
R8009_M8019,R8009_M8019_seg0003,9.910,11.380,N_SPK8023,小蒋是这样的。,False,none,,,,speaker_stance,认为小蒋是这样的,,,
R8009_M8019,R8009_M8019_seg0004,11.610,15.990,N_SPK8023,啊，今天叫你过来，就是关于留学生交流会这个。,False,none,,,,topic_transition,讨论今天叫你过来，就是关于留学生交流会,,,
R8009_M8019,R8009_M8019_seg0005,15.990,16.970,N_SPK8023,这个流程。,False,none,,,,speaker_stance,认为流程,,,
R8009_M8019,R8009_M8019_seg0006,17.700,21.040,N_SPK8023,呃，就是说看你有什么想法，怎么规划的。,False,none,,,,speaker_stance,认为看你有什么想法，怎么规划的,,,
R8009_M8019,R8009_M8019_seg0007,21.040,23.240,N_SPK8023,我们彼此交流一下。,True,full,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8019,R8009_M8019_seg0007,21.040,23.240,N_SPK8024,就是。,True,full,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8019,R8009_M8019_seg0007,21.040,23.240,N_SPK8024,是不是。,True,full,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8019,R8009_M8019_seg0008,23.240,25.280,N_SPK8024,是不是，就是世界一家亲？,False,none,,,,open_question,待确认是不是，就是世界一家亲？,,,
R8009_M8019,R8009_M8019_seg0009,25.280,28.040,N_SPK8024,和让你更好的懂我，就这两个主题嘛。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8019,R8009_M8019_seg0009,25.280,28.040,N_SPK8023,呃，对对对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8019,R8009_M8019_seg0010,29.160,30.410,N_SPK8024,我觉得的话。,False,none,,,,speaker_stance,认为我觉得的话,,,
R8009_M8019,R8009_M8019_seg0011,31.460,33.190,N_SPK8024,首先，世界一家亲。,False,none,,,,topic_transition,讨论首先，世界一家亲,,,
R8009_M8019,R8009_M8019_seg0012,33.190,34.490,N_SPK8024,主要就是说的是。,False,none,,,,speaker_stance,认为主要的是,,,
R8009_M8019,R8009_M8019_seg0013,35.700,37.670,N_SPK8024,让就是就是全世界。,False,none,,,,speaker_stance,认为让就是就是全世界,,,
R8009_M8019,R8009_M8019_seg0014,38.400,42.290,N_SPK8024,就是，反正就是让他们更好了解我们，就是。,False,none,,,,speaker_stance,认为就是，反正就是让他们更好了解，就是,,,
R8009_M8019,R8009_M8019_seg0015,43.080,46.400,N_SPK8024,就是，就是给人一种世界和平，就是反正是。,False,none,,,,speaker_stance,认为就是，就是给人一种世界和平，就是反正是,,,
R8009_M8019,R8009_M8019_seg0016,46.770,47.660,N_SPK8024,所有的事。,False,none,,,,speaker_stance,认为所有的事,,,
R8009_M8019,R8009_M8019_seg0017,49.380,50.970,N_SPK8024,就是所有就是都是。,False,none,,,,speaker_stance,认为就是所有就是都是,,,
R8009_M8019,R8009_M8019_seg0018,51.140,52.180,N_SPK8024,非常好的，就是。,False,none,,,,speaker_stance,认为非常好的，就是,,,
R8009_M8019,R8009_M8019_seg0019,52.180,53.880,N_SPK8024,让你更好的懂我。,False,none,,,,speaker_stance,认为让你更好的懂我,,,
R8009_M8019,R8009_M8019_seg0020,53.880,55.880,N_SPK8024,就是，让你知道。,False,none,,,,speaker_stance,认为就是，让你知道,,,
R8009_M8019,R8009_M8019_seg0021,55.880,61.040,N_SPK8024,我们国家就是，就是让你们很好的。,True,full,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8019,R8009_M8019_seg0021,55.880,61.040,N_SPK8023,因为我这边。,True,full,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
