meeting_id,segment_id,start_time,end_time,speaker,text,is_overlap,overlap_type,topic,decision,action_item,event_type,content,owner,deadline,uncertainty_note
R8009_M8020,R8009_M8020_seg0001,2.220,9.830,N_SPK8026,呃，领导我们携手网站，员工大概五十个人，这次在我们的携手网报名的人数有两百。,False,none,,,,speaker_stance,认为领导携手网站，员工大概五十个人，这次在的携手网报名的人数有两百,,,
R8009_M8020,R8009_M8020_seg0002,11.130,12.070,N_SPK8026,人左右。,False,none,,,,speaker_stance,认为人左右,,,
R8009_M8020,R8009_M8020_seg0003,12.070,14.900,N_SPK8026,然后这次我制定了一些方案。,False,none,,,,speaker_stance,认为这次我制定了一些方案,,,
R8009_M8020,R8009_M8020_seg0004,15.250,17.960,N_SPK8026,最终的方案我们需要讨论一下。,False,none,,,,speaker_stance,认为最终的方案需要讨论,,,
R8009_M8020,R8009_M8020_seg0005,18.420,19.070,N_SPK8025,好的。,False,none,,,,speaker_stance,认为好的,,,
R8009_M8020,R8009_M8020_seg0006,19.500,21.020,N_SPK8025,你先说一说你的想法呢。,False,none,,,,speaker_stance,认为你先说一说你的想法呢,,,
R8009_M8020,R8009_M8020_seg0007,21.120,21.710,N_SPK8026,好的。,False,none,,,,speaker_stance,认为好的,,,
R8009_M8020,R8009_M8020_seg0008,22.200,24.640,N_SPK8026,开幕式的话，地点我这边。,False,none,,,,speaker_stance,认为开幕式，地点我这边,,,
R8009_M8020,R8009_M8020_seg0009,24.640,28.480,N_SPK8026,有两个备选，就是第第一个是一个。,False,none,,,,speaker_stance,认为有两个备选，就是第第一个是一个,,,
R8009_M8020,R8009_M8020_seg0010,28.480,29.720,N_SPK8026,国际大厦。,False,none,,,,speaker_stance,认为国际大厦,,,
R8009_M8020,R8009_M8020_seg0011,30.380,31.850,N_SPK8026,是在晚上。,False,none,,,,speaker_stance,认为是在晚上,,,
R8009_M8020,R8009_M8020_seg0012,31.850,34.440,N_SPK8026,因为我觉得晚上的人。,False,none,,,,speaker_stance,认为因为晚上的人,,,
R8009_M8020,R8009_M8020_seg0013,34.440,35.290,N_SPK8026,的时间。,False,none,,,,speaker_stance,认为的时间,,,
R8009_M8020,R8009_M8020_seg0014,35.520,38.760,N_SPK8026,比较充裕一点，也比较浪漫，是一个晚会。,False,none,,,,speaker_stance,认为比较充裕一点，也比较浪漫，是一个晚会,,,
R8009_M8020,R8009_M8020_seg0015,39.330,41.390,N_SPK8026,第二个地点是一个。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0015,39.330,41.390,N_SPK8025,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0016,41.700,42.680,N_SPK8026,草原。,False,none,,,,speaker_stance,认为草原,,,
R8009_M8020,R8009_M8020_seg0017,42.990,44.780,N_SPK8026,也可以是在晚上。,False,none,,,,speaker_stance,认为也可以是在晚上,,,
R8009_M8020,R8009_M8020_seg0018,45.750,47.810,N_SPK8026,您觉得这这边怎么样呢？,False,none,,,,open_question,待确认您觉得这这边怎么样呢？,,,
R8009_M8020,R8009_M8020_seg0019,48.990,50.170,N_SPK8025,草原。,False,none,,,,speaker_stance,认为草原,,,
R8009_M8020,R8009_M8020_seg0020,50.170,52.850,N_SPK8025,你像，我我我们在成都哈。,False,none,,,,speaker_stance,认为你像，我我在成都哈,,,
R8009_M8020,R8009_M8020_seg0021,54.270,56.120,N_SPK8025,草原应该是不好找了。,False,none,,,,speaker_stance,认为草原应该是不好找了,,,
R8009_M8020,R8009_M8020_seg0022,57.230,65.290,N_SPK8026,噢。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0022,57.230,65.290,N_SPK8025,之于我我。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0022,57.230,65.290,N_SPK8026,我觉得杜甫草草堂就不错呀，杜甫草堂也挺大的，然后晚上。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0022,57.230,65.290,N_SPK8025,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0022,57.230,65.290,N_SPK8026,休息的人也特别的多。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0023,65.290,69.020,N_SPK8026,这个地方的活跃空间也比较大。,False,none,,,,speaker_stance,认为地方的活跃空间也比较大,,,
R8009_M8020,R8009_M8020_seg0024,69.360,73.340,N_SPK8025,杜甫草堂，那边有有那种草地，有湖水那些吗？,False,none,,,,open_question,待确认杜甫草堂，那边有有那种草地，有湖水那些吗？,,,
R8009_M8020,R8009_M8020_seg0025,74.550,75.500,N_SPK8026,是有的。,False,none,,,,speaker_stance,认为是有的,,,
R8009_M8020,R8009_M8020_seg0026,76.230,76.860,N_SPK8025,哦。,False,none,,,,speaker_stance,认为哦,,,
R8009_M8020,R8009_M8020_seg0027,77.760,79.460,N_SPK8026,嗯，觉得怎么样呢？,False,none,,,,open_question,待确认觉得怎么样呢？,,,
R8009_M8020,R8009_M8020_seg0028,80.310,83.330,N_SPK8025,首先，你第一个哈，就是你说的国际。,False,none,,,,topic_transition,讨论首先，你第一个哈，就是你说的国际,,,
R8009_M8020,R8009_M8020_seg0029,83.330,84.680,N_SPK8025,国际那种。,False,none,,,,speaker_stance,认为国际那种,,,
R8009_M8020,R8009_M8020_seg0030,84.990,87.040,N_SPK8025,大厦的地方的话，我觉得可能。,False,none,,,,speaker_stance,认为大厦的地方，可能,,,
R8009_M8020,R8009_M8020_seg0031,87.040,88.310,N_SPK8025,预算比较高。,False,none,,,,speaker_stance,认为预算比较高,,,
R8009_M8020,R8009_M8020_seg0032,88.620,89.390,N_SPK8026,呃，是的。,False,none,,,,speaker_stance,认为是的,,,
R8009_M8020,R8009_M8020_seg0033,89.490,90.640,N_SPK8025,对，所以我觉得。,False,none,,,,speaker_stance,认为对，所以,,,
R8009_M8020,R8009_M8020_seg0034,90.640,92.930,N_SPK8025,更倾向于，就是说第二种。,False,none,,,,speaker_stance,认为更倾向于，第二种,,,
R8009_M8020,R8009_M8020_seg0035,93.690,96.140,N_SPK8025,但是的话，我我有一个想法就是。,False,none,,,,speaker_stance,认为但是，我我有一个想法就是,,,
R8009_M8020,R8009_M8020_seg0036,96.660,97.250,N_SPK8025,因为。,False,none,,,,speaker_stance,认为因为,,,
R8009_M8020,R8009_M8020_seg0037,98.040,99.500,N_SPK8025,双流区那边哈。,False,none,,,,speaker_stance,认为双流区那边哈,,,
R8009_M8020,R8009_M8020_seg0038,99.870,101.750,N_SPK8025,它比较贴近大自然，那边。,False,none,,,,speaker_stance,认为它比较贴近大自然，那边,,,
R8009_M8020,R8009_M8020_seg0039,102.510,104.480,N_SPK8025,嗯，有好几个森林。,False,none,,,,speaker_stance,认为有好几个森林,,,
R8009_M8020,R8009_M8020_seg0040,104.480,106.190,N_SPK8025,小森林嘛，小型森林。,False,none,,,,speaker_stance,认为小森林嘛，小型森林,,,
R8009_M8020,R8009_M8020_seg0041,106.230,110.770,N_SPK8026,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0041,106.230,110.770,N_SPK8025,然后的话，有那个江家艺苑那边哈，有那种草地。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0042,110.770,112.760,N_SPK8025,很大片大片的草地。,False,none,,,,speaker_stance,认为很大片大片的草地,,,
R8009_M8020,R8009_M8020_seg0043,113.430,115.250,N_SPK8025,啊，我觉得在那边的话。,False,none,,,,speaker_stance,认为在那边,,,
R8009_M8020,R8009_M8020_seg0044,115.250,118.420,N_SPK8025,游玩的人也比较多，像周六周末啊。,False,none,,,,speaker_stance,认为游玩的人也比较多，像周六周末,,,
R8009_M8020,R8009_M8020_seg0045,118.420,120.580,N_SPK8025,平时啊，下午啊。,False,none,,,,speaker_stance,认为平时，下午,,,
R8009_M8020,R8009_M8020_seg0046,120.580,122.390,N_SPK8025,游玩的人，也是非常多的。,False,none,,,,speaker_stance,认为游玩的人，也是非常多的,,,
R8009_M8020,R8009_M8020_seg0047,123.260,130.220,N_SPK8026,可以，因为我觉得这个开放性也蛮大的，到时候也可以吸引一部分人群来参加我们这个活动。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0047,123.260,130.220,N_SPK8025,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0048,130.560,132.970,N_SPK8026,这样的话，我们的。,False,none,,,,speaker_stance,认为这样，的,,,
R8009_M8020,R8009_M8020_seg0049,132.970,135.380,N_SPK8026,公司的影响力也会。,False,none,,,,speaker_stance,认为公司的影响力也会,,,
R8009_M8020,R8009_M8020_seg0050,135.840,136.750,N_SPK8026,增大嘛。,False,none,,,,speaker_stance,认为增大嘛,,,
R8009_M8020,R8009_M8020_seg0051,136.750,139.210,N_SPK8026,然后我也这边找了相关。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0051,136.750,139.210,N_SPK8025,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0052,139.210,140.890,N_SPK8026,有经验的主持人。,False,none,,,,speaker_stance,认为有经验的主持人,,,
R8009_M8020,R8009_M8020_seg0053,140.890,142.180,N_SPK8026,他是比较有。,False,none,,,,speaker_stance,认为他是比较有,,,
R8009_M8020,R8009_M8020_seg0054,142.580,144.100,N_SPK8026,搞笑气氛，然后能。,False,none,,,,speaker_stance,认为搞笑气氛，能,,,
R8009_M8020,R8009_M8020_seg0055,144.600,146.320,N_SPK8026,呃，也有经验的那种。,False,none,,,,speaker_stance,认为也有经验的那种,,,
R8009_M8020,R8009_M8020_seg0056,146.320,148.680,N_SPK8026,然后我这边还制定了一个会员制。,False,none,,,,speaker_stance,认为我这边还制定了一个会员制,,,
R8009_M8020,R8009_M8020_seg0057,148.680,153.130,N_SPK8026,就刚开始报名的话，我们收取的费用是两百个人。,False,none,,,,topic_transition,讨论就刚开始报名，收取的费用是两百个人,,,
R8009_M8020,R8009_M8020_seg0058,153.130,155.100,N_SPK8026,一个，呃，两百块钱一个人。,False,none,,,,speaker_stance,认为一个，两百块钱一个人,,,
R8009_M8020,R8009_M8020_seg0059,155.450,159.510,N_SPK8026,但会员的话是要首先充五百块钱。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0059,155.450,159.510,N_SPK8025,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0060,159.800,165.920,N_SPK8026,然后最后如果牵手成功的话，我们这边可以赠送双人机票，去三亚的这种。,False,none,,,,speaker_stance,认为最后如果牵手成功，这边可以赠送双人机票，去三亚的这种,,,
R8009_M8020,R8009_M8020_seg0061,165.960,168.050,N_SPK8025,可以，这个是，这个是可以的。,False,none,,,,speaker_stance,认为可以，是，是可以的,,,
R8009_M8020,R8009_M8020_seg0062,168.540,169.040,N_SPK8026,好的。,False,none,,,,speaker_stance,认为好的,,,
R8009_M8020,R8009_M8020_seg0063,169.040,177.380,N_SPK8026,那我们开幕式的话就定一个草地吗？是双流的那边一个草地，是吗？,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0063,169.040,177.380,N_SPK8025,对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0063,169.040,177.380,N_SPK8025,对，双流江家艺苑那个，有个大公园。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0064,177.690,180.290,N_SPK8026,好，可以。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0064,177.690,180.290,N_SPK8025,对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0064,177.690,180.290,N_SPK8025,那我想问一下你这个。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0065,181.440,183.050,N_SPK8025,你海报。,True,full,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0065,181.440,183.050,N_SPK8026,嗯？你说。,True,full,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0066,183.390,185.270,N_SPK8025,海报你那块儿，你是怎么设置的？,False,none,,,,open_question,待确认海报你那块儿，你是怎么设置的？,,,
R8009_M8020,R8009_M8020_seg0067,185.760,187.600,N_SPK8026,海报的话。,False,none,,,,speaker_stance,认为海报,,,
R8009_M8020,R8009_M8020_seg0068,187.600,189.650,N_SPK8026,呃，我这边有。,False,none,,,,speaker_stance,认为我这边有,,,
R8009_M8020,R8009_M8020_seg0069,189.650,191.810,N_SPK8026,找相关的模特。,False,none,,,,speaker_stance,认为找相关的模特,,,
R8009_M8020,R8009_M8020_seg0070,191.810,195.590,N_SPK8026,就是男女模特拍的一组。,False,none,,,,speaker_stance,认为就是男女模特拍的一组,,,
R8009_M8020,R8009_M8020_seg0071,195.590,198.400,N_SPK8026,比较浪漫的照片。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0071,195.590,198.400,N_SPK8025,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0072,198.690,200.360,N_SPK8026,啊，有这样的一个封面。,False,none,,,,speaker_stance,认为有这样的一个封面,,,
R8009_M8020,R8009_M8020_seg0073,200.370,200.800,N_SPK8025,对。,False,none,,,,speaker_stance,认为对,,,
R8009_M8020,R8009_M8020_seg0074,201.040,201.810,N_SPK8025,嗯，我。,False,none,,,,speaker_stance,认为我,,,
R8009_M8020,R8009_M8020_seg0075,202.250,205.910,N_SPK8025,我建议的哈，就是说，这个海报的话，一定要是。,False,none,,,,speaker_stance,认为我建议的哈，海报，一定要是,,,
R8009_M8020,R8009_M8020_seg0076,205.910,206.660,N_SPK8025,两个人。,False,none,,,,speaker_stance,认为两个人,,,
R8009_M8020,R8009_M8020_seg0077,206.660,207.340,N_SPK8025,之间。,False,none,,,,speaker_stance,认为之间,,,
R8009_M8020,R8009_M8020_seg0078,207.340,208.640,N_SPK8025,有那种爱的火花。,False,none,,,,speaker_stance,认为有那种爱的火花,,,
R8009_M8020,R8009_M8020_seg0079,209.430,210.500,N_SPK8026,可以。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0079,209.430,210.500,N_SPK8025,然后呢。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0080,211.110,213.960,N_SPK8025,拍出来的照片效果感染力量非常强。,False,none,,,,speaker_stance,认为拍出来的照片效果感染力量非常强,,,
R8009_M8020,R8009_M8020_seg0081,213.960,215.360,N_SPK8025,就是让人看上去。,False,none,,,,speaker_stance,认为就是让人看上去,,,
R8009_M8020,R8009_M8020_seg0082,215.730,217.010,N_SPK8025,就相信爱情的。,False,none,,,,speaker_stance,认为就相信爱情的,,,
R8009_M8020,R8009_M8020_seg0083,217.230,224.770,N_SPK8026,嗯，好的，那稍后我会把我，就是已经拍好的照片发送到你的相关邮件里面，你可以查收一下。,False,none,,,,speaker_stance,认为好的，那稍后我会把我，就是已经拍好的照片发送到你的相关邮件里面，你可以查收,,,
R8009_M8020,R8009_M8020_seg0084,224.770,226.460,N_SPK8026,拍了几组，照片你。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8009_M8020,R8009_M8020_seg0084,224.770,226.460,N_SPK8025,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
